codepoint,name
E6A8,LATIN SMALL LETTER R WITH CIRCUMFLEX BELOW
E6A9,LATIN SMALL LETTER R WITH INVERTED BREVE BELOW
E6AA,LATIN SMALL LETTER R WITH SHORT SOLIDUS OVERLAY
E6AB,LATIN SMALL LETTER R WITH SUPERSCRIPT ONE
E6AC,LATIN SMALL LETTER R WITH SUPERSCRIPT TWO
E6AD,LATIN SMALL LETTER R WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E6AE,LATIN SMALL LETTER R WITH ACUTE ABOVE RIGHT
E6B0,LATIN SMALL LETTER S WITH GRAVE
E6B1,LATIN SMALL LETTER S WITH ACUTE AND GRAVE
E6B2,LATIN SMALL LETTER S WITH ACUTE AND COMMA ABOVE RIGHT
E6B3,LATIN SMALL LETTER S WITH ACUTE AND DOT BELOW
E6B4,LATIN SMALL LETTER S WITH ACUTE AND RING BELOW
E6B5,LATIN SMALL LETTER S WITH ACUTE AND MACRON BELOW
E6B6,LATIN SMALL LETTER S WITH ACUTE AND TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E6B7,LATIN SMALL LETTER S WITH TILDE
E6B8,LATIN SMALL LETTER S WITH MACRON
E6B9,LATIN SMALL LETTER S WITH MACRON AND DOT BELOW
E6BA,LATIN SMALL LETTER S WITH MACRON AND SUPERSCRIPT ONE
E6BB,LATIN SMALL LETTER S WITH MACRON AND SUPERSCRIPT TWO
E6BC,LATIN SMALL LETTER S WITH DOT ABOVE AND TILDE
E6BD,LATIN SMALL LETTER S WITH DIAERESIS
E6BE,LATIN SMALL LETTER S WITH CARON AND GRAVE
E6BF,LATIN SMALL LETTER S WITH CARON AND ACUTE
E6C0,LATIN SMALL LETTER S WITH CARON AND DOT BELOW
E6C1,LATIN SMALL LETTER S WITH CARON AND DIAERESIS BELOW
E6C2,LATIN SMALL LETTER S WITH CARON AND OGONEK
E6C3,LATIN SMALL LETTER S WITH CARON AND ACUTE ABOVE RIGHT
E6C4,LATIN SMALL LETTER S WITH CARON AND INVERTED OGONEK
E6C5,LATIN SMALL LETTER S WITH CARON AND DOUBLE ACUTE BELOW
E6C6,LATIN SMALL LETTER S WITH INVERTED BREVE
E6C7,LATIN SMALL LETTER S WITH COMMA ABOVE RIGHT
E6C8,LATIN SMALL LETTER S WITH COMMA ABOVE RIGHT AND DOT BELOW
E6C9,LATIN SMALL LETTER S WITH PALATALIZED HOOK BELOW
E6CA,LATIN SMALL LETTER S WITH DOT BELOW AND MACRON BELOW
E6CB,LATIN SMALL LETTER S WITH DIAERESIS BELOW
E6CC,LATIN SMALL LETTER S WITH RING BELOW
E6CD,LATIN SMALL LETTER S WITH OGONEK
E6CE,LATIN SMALL LETTER S WITH BRIDGE BELOW
E6CF,LATIN SMALL LETTER S WITH CARON BELOW
E6D0,LATIN SMALL LETTER S WITH BREVE BELOW
E6D1,LATIN SMALL LETTER S WITH MACRON BELOW
E6D2,LATIN SMALL LETTER S WITH SHORT SOLIDUS OVERLAY
E6D3,LATIN SMALL LETTER S WITH SUPERSCRIPT ONE
E6D4,LATIN SMALL LETTER S WITH SUPERSCRIPT TWO
E6D5,LATIN SMALL LETTER S WITH LATIN SMALL LETTER R ABOVE
E6D6,LATIN SMALL LETTER S WITH LATIN SMALL LETTER X ABOVE
E6D7,LATIN SMALL LETTER S WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL A SUBSCRIPT WITH DIAERESIS
E6D8,LATIN SMALL LETTER S WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E6D9,LATIN SMALL LETTER S WITH ACUTE ABOVE RIGHT
E6DA,LATIN SMALL LETTER S WITH PLUS SIGN ABOVE
E6DB,LATIN SMALL LETTER S WITH INVERTED OGONEK
E6DC,LATIN SMALL LETTER SH WITH LOW LINE
E6DE,MODIFIER LETTER SMALL I WITH TOCHARIAN BOW UP AND LATIN SMALL LETTER S WITH ACUTE
E6E0,LATIN SMALL LETTER T WITH GRAVE
E6E1,LATIN SMALL LETTER T WITH GRAVE AND ACUTE ABOVE RIGHT
E6E2,LATIN SMALL LETTER T WITH ACUTE
E6E3,LATIN SMALL LETTER T WITH ACUTE AND DOT BELOW
E6E4,LATIN SMALL LETTER T WITH TILDE
E6E5,LATIN SMALL LETTER T WITH MACRON
E6E6,LATIN SMALL LETTER T WITH BREVE
E6E7,LATIN SMALL LETTER T WITH BREVE AND GRAVE
E6E9,LATIN SMALL LETTER T WITH INVERTED BREVE
E6EA,LATIN SMALL LETTER T WITH REVERSED COMMA ABOVE
E6EB,LATIN SMALL LETTER T WITH COMMA ABOVE RIGHT
E6EC,LATIN SMALL LETTER T WITH ACUTE BELOW
E6ED,LATIN SMALL LETTER T WITH RING BELOW
E6EE,LATIN SMALL LETTER T WITH OGONEK
E6EF,LATIN SMALL LETTER T WITH BRIDGE BELOW
E6F0,LATIN SMALL LETTER T WITH CARON BELOW
E6F1,LATIN SMALL LETTER T WITH BREVE BELOW
E6F2,LATIN SMALL LETTER T WITH INVERTED BREVE BELOW
E6F3,LATIN SMALL LETTER T WITH TILDE BELOW
E6F4,LATIN SMALL LETTER T WITH SUPERSCRIPT ONE
E6F5,LATIN SMALL LETTER T WITH SUPERSCRIPT TWO
E6F6,LATIN SMALL LETTER T WITH REVERSED COMMA ABOVE RIGHT
E6F7,LATIN SMALL LETTER T WITH TURNED COMMA ABOVE RIGHT
E6F8,LATIN SMALL LETTER T WITH LEFT HALF RING ABOVE
E6F9,LATIN SMALL LETTER T WITH LEFT HALF RING ABOVE RIGHT
E6FA,LATIN SMALL LETTER T WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E6FB,LATIN SMALL LETTER T WITH ACUTE ABOVE RIGHT
E6FC,LATIN SMALL LETTER T WITH VERTICAL LINE ABOVE RIGHT
E6FD,LATIN SMALL LETTER T WITH RETROFLEX HOOK AND COMMA ABOVE RIGHT
E6FE,LATIN SMALL LETTER TH WITH LOW LINE
E700,MODIFIER LETTER SMALL U SUPERSCRIPT LEFT AND LATIN SMALL LETTER T
E701,LATIN SMALL LETTER U WITH ACUTE AND DOT BELOW
E702,LATIN SMALL LETTER U WITH ACUTE AND OGONEK
E703,LATIN SMALL LETTER U WITH TILDE AND GRAVE
E704,LATIN SMALL LETTER U WITH TILDE AND RING ABOVE
E705,LATIN SMALL LETTER U WITH TILDE AND OGONEK
E706,LATIN SMALL LETTER U WITH TILDE AND INVERTED BREVE BELOW
E707,LATIN SMALL LETTER U WITH TILDE AND LEFT ARROWHEAD
E708,LATIN SMALL LETTER U WITH MACRON AND GRAVE
E709,LATIN SMALL LETTER U WITH MACRON AND ACUTE
E70A,LATIN SMALL LETTER U WITH MACRON AND TILDE
E70B,LATIN SMALL LETTER U WITH MACRON AND BREVE
E70C,LATIN SMALL LETTER U WITH MACRON AND BREVE AND ACUTE
E70D,LATIN SMALL LETTER U WITH MACRON AND BREVE AND OGONEK
E70E,LATIN SMALL LETTER U WITH MACRON AND RING ABOVE
E70F,LATIN SMALL LETTER U WITH MACRON AND DOT BELOW
E710,LATIN SMALL LETTER U WITH MACRON AND OGONEK
E711,LATIN SMALL LETTER U WITH MACRON AND LEFT ARROWHEAD
E712,LATIN SMALL LETTER U WITH BREVE AND GRAVE
E713,LATIN SMALL LETTER U WITH BREVE AND ACUTE
E714,LATIN SMALL LETTER U WITH BREVE AND OGONEK
E715,LATIN SMALL LETTER U WITH DOT ABOVE
E716,LATIN SMALL LETTER U WITH DOT ABOVE AND MACRON
E717,LATIN SMALL LETTER U WITH DIAERESIS AND CIRCUMFLEX
E718,LATIN SMALL LETTER U WITH DIAERESIS AND TILDE
E719,LATIN SMALL LETTER U WITH DIAERESIS AND MACRON AND ACUTE
E71A,LATIN SMALL LETTER U WITH DIAERESIS AND MACRON AND BREVE
E71B,LATIN SMALL LETTER U WITH DIAERESIS AND BREVE
E71C,LATIN SMALL LETTER U WITH DIAERESIS AND DOT BELOW
E71D,LATIN SMALL LETTER U WITH DIAERESIS AND OGONEK
E71E,LATIN SMALL LETTER U WITH DIAERESIS AND INVERTED BREVE BELOW
E71F,LATIN SMALL LETTER U WITH DIAERESIS AND MACRON BELOW
E720,LATIN SMALL LETTER U WITH RING ABOVE AND ACUTE
E721,LATIN SMALL LETTER U WITH RING ABOVE AND TILDE
E722,LATIN SMALL LETTER U WITH RING ABOVE AND ACUTE ABOVE RIGHT
E723,LATIN SMALL LETTER U WITH DOUBLE ACUTE AND OGONEK
E724,LATIN SMALL LETTER U WITH VERTICAL LINE ABOVE
E725,LATIN SMALL LETTER U WITH COMMA ABOVE
E726,LATIN SMALL LETTER U WITH RING BELOW
E727,LATIN SMALL LETTER U WITH INVERTED BREVE BELOW
E728,LATIN SMALL LETTER U WITH MACRON BELOW
E72A,LATIN SMALL LETTER U WITH LONG SOLIDUS OVERLAY
E72B,LATIN SMALL LETTER U WITH LATIN SMALL LETTER E ABOVE
E72C,LATIN SMALL LETTER U WITH LATIN SMALL LETTER I ABOVE
E72D,LATIN SMALL LETTER U WITH LATIN SMALL LETTER O ABOVE
E72E,LATIN SMALL LETTER U WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E72F,LATIN SMALL LETTER U WITH VERTICAL LINE ABOVE RIGHT
E730,LATIN SMALL LETTER U WITH LEFT ARROWHEAD
E739,LATIN SMALL LETTER V WITH GRAVE
E73A,LATIN SMALL LETTER V WITH ACUTE
E73B,LATIN SMALL LETTER V WITH CIRCUMFLEX
E73C,LATIN SMALL LETTER V WITH MACRON AND ACUTE
E73D,LATIN SMALL LETTER V WITH MACRON AND TILDE
E73E,LATIN SMALL LETTER V WITH MACRON AND BREVE
E73F,LATIN SMALL LETTER V WITH BREVE
E740,LATIN SMALL LETTER V WITH BREVE AND ACUTE
E741,LATIN SMALL LETTER V WITH CANDRABINDU
E742,LATIN SMALL LETTER V WITH DIAERESIS
E743,LATIN SMALL LETTER V WITH RING ABOVE
E744,LATIN SMALL LETTER V WITH PALATALIZED HOOK
E745,LATIN SMALL LETTER V WITH RING BELOW
E746,LATIN SMALL LETTER V WITH OGONEK
E747,LATIN SMALL LETTER V WITH LATIN SMALL LETTER E ABOVE
E748,LATIN SMALL LETTER V WITH LATIN SMALL LETTER I ABOVE
E749,LATIN SMALL LETTER V WITH LATIN SMALL LETTER O ABOVE
E74A,LATIN SMALL LETTER V WITH ACUTE ABOVE RIGHT
E750,LATIN SMALL LETTER W WITH DOUBLE ACUTE
E751,LATIN SMALL LETTER W WITH RING BELOW
E752,LATIN SMALL LETTER W WITH CARON BELOW
E753,LATIN SMALL LETTER W WITH LATIN SMALL LETTER E ABOVE
E754,LATIN SMALL LETTER W WITH LATIN SMALL LETTER O ABOVE
E755,LATIN SMALL LETTER W WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT
E756,LATIN SMALL LETTER W WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT WITH MACRON
E75B,LATIN SMALL LETTER X WITH GRAVE
E75C,LATIN SMALL LETTER X WITH ACUTE
E75D,LATIN SMALL LETTER X WITH TILDE
E75E,LATIN SMALL LETTER X WITH MACRON
E75F,LATIN SMALL LETTER X WITH BREVE
E760,LATIN SMALL LETTER X WITH BREVE AND ACUTE
E761,LATIN SMALL LETTER X WITH RING ABOVE
E762,LATIN SMALL LETTER X WITH CARON
E763,LATIN SMALL LETTER X WITH CARON AND RING ABOVE RIGHT
E764,LATIN SMALL LETTER X WITH INVERTED BREVE
E765,LATIN SMALL LETTER X WITH COMMA ABOVE RIGHT
E766,LATIN SMALL LETTER X WITH PALATALIZED HOOK
E767,LATIN SMALL LETTER X WITH DOT BELOW
E768,LATIN SMALL LETTER X WITH RING BELOW
E769,LATIN SMALL LETTER X WITH MODIFIER LETTER SMALL V SUPERSCRIPT
E76A,LATIN SMALL LETTER X WITH RIGHT HALF RING ABOVE RIGHT
E76B,LATIN SMALL LETTER X WITH RING ABOVE RIGHT
E76C,LATIN SMALL LETTER X WITH ACUTE ABOVE RIGHT
E771,LATIN SMALL LETTER Y WITH MACRON
E772,LATIN SMALL LETTER Y WITH MACRON AND GRAVE
E773,LATIN SMALL LETTER Y WITH MACRON AND ACUTE
E774,LATIN SMALL LETTER Y WITH MACRON AND TILDE
E775,LATIN SMALL LETTER Y WITH MACRON AND BREVE
E776,LATIN SMALL LETTER Y WITH BREVE
E777,LATIN SMALL LETTER Y WITH BREVE AND GRAVE
E778,LATIN SMALL LETTER Y WITH BREVE AND ACUTE
E779,LATIN SMALL LETTER Y WITH CANDRABINDU
E77A,LATIN SMALL LETTER Y WITH DIAERESIS AND ACUTE
E77C,LATIN SMALL LETTER Y WITH DOUBLE ACUTE
E77D,LATIN SMALL LETTER Y WITH INVERTED BREVE BELOW
E77E,LATIN SMALL LETTER Y WITH MACRON BELOW
E77F,LATIN SMALL LETTER Y WITH SUPERSCRIPT ONE
E780,LATIN SMALL LETTER Y WITH SUPERSCRIPT TWO
E781,LATIN SMALL LETTER Y WITH LATIN SMALL LETTER E ABOVE
E782,LATIN SMALL LETTER Y WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E783,LATIN SMALL LETTER Y WITH COLON BELOW
E786,LATIN SMALL LETTER Z WITH GRAVE
E787,LATIN SMALL LETTER Z WITH ACUTE AND DOT BELOW
E788,LATIN SMALL LETTER Z WITH MACRON
E789,LATIN SMALL LETTER Z WITH DIAERESIS
E78A,LATIN SMALL LETTER Z WITH DOUBLE ACUTE
E78B,LATIN SMALL LETTER Z WITH CARON AND ACUTE
E78C,LATIN SMALL LETTER Z WITH CARON AND DOUBLE GRAVE
E78D,LATIN SMALL LETTER Z WITH CARON AND DOT BELOW
E78E,LATIN SMALL LETTER Z WITH CARON AND ACUTE ABOVE RIGHT
E78F,LATIN SMALL LETTER Z WITH INVERTED BREVE
E790,LATIN SMALL LETTER Z WITH COMMA ABOVE RIGHT
E791,LATIN SMALL LETTER Z WITH ACUTE BELOW
E792,LATIN SMALL LETTER Z WITH PALATALIZED HOOK
E793,LATIN SMALL LETTER Z WITH DIAERESIS BELOW
E794,LATIN SMALL LETTER Z WITH RING BELOW
E795,LATIN SMALL LETTER Z WITH OGONEK
E796,LATIN SMALL LETTER Z WITH BREVE BELOW
E797,LATIN SMALL LETTER Z WITH TILDE OVERLAY
E798,LATIN SMALL LETTER Z WITH ACUTE ABOVE RIGHT
E799,LATIN SMALL LETTER Z WITH INVERTED OGONEK
E79A,LATIN SMALL LETTER Z WITH COLON BELOW
E79B,LATIN SMALL LETTER Z WITH DOUBLE ACUTE BELOW
E79C,LATIN SMALL LETTER ZH WITH LOW LINE
E7A0,LATIN SMALL LETTER THORN WITH SHORT STROKE OVERLAY
E7A1,LATIN SMALL LETTER THORN WITH ACUTE ABOVE RIGHT
E7AF,LATIN DOTTED SMALL LETTER I WITH ACUTE AND OGONEK
E7B0,LATIN DOTTED SMALL LETTER I WITH TILDE
E7B1,LATIN DOTTED SMALL LETTER I WITH TILDE AND OGONEK
E7B2,LATIN DOTTED SMALL LETTER I WITH MACRON
E7B3,LATIN DOTTED SMALL LETTER I WITH MACRON AND GRAVE
E7B4,LATIN DOTTED SMALL LETTER I WITH MACRON AND ACUTE
E7B5,LATIN DOTTED SMALL LETTER I WITH MACRON AND TILDE
E7B6,LATIN DOTTED SMALL LETTER I WITH MACRON AND BREVE
E7B7,LATIN DOTTED SMALL LETTER I WITH MACRON AND OGONEK
E7B8,LATIN DOTTED SMALL LETTER I WITH BREVE
E7B9,LATIN DOTTED SMALL LETTER I WITH BREVE AND GRAVE
E7BA,LATIN DOTTED SMALL LETTER I WITH BREVE AND ACUTE
E7BB,LATIN SMALL LETTER DOTLESS I WITH DOT BELOW
E7BC,LATIN SMALL LETTER DOTLESS I WITH RING BELOW
E7C6,LATIN SMALL LETTER ENG WITH ACUTE
E7C7,LATIN SMALL LETTER ENG WITH ACUTE AND RING BELOW
E7C8,LATIN SMALL LETTER ENG WITH CIRCUMFLEX
E7C9,LATIN SMALL LETTER ENG WITH MACRON AND ACUTE AND RING BELOW
E7CA,LATIN SMALL LETTER ENG WITH MACRON AND RING BELOW
E7CB,LATIN SMALL LETTER ENG WITH RING ABOVE
E7CC,LATIN SMALL LETTER ENG WITH INVERTED BREVE
E7CD,LATIN SMALL LETTER ENG WITH RING BELOW
E7CE,LATIN SMALL LETTER ENG WITH MODIFIER LETTER SMALL U SUPERSCRIPT
E7CF,LATIN SMALL LETTER ENG WITH MODIFIER LETTER SMALL U SUPERSCRIPT WITH INVERTED BREVE BELOW
E7D0,LATIN SMALL LETTER ENG WITH LATIN SMALL LETTER A ABOVE
E7D1,LATIN SMALL LETTER ENG WITH ACUTE ABOVE RIGHT
E7D2,LATIN SMALL LETTER ENG WITH THREE DOT ABOVE
E7D5,LATIN SMALL LETTER TURNED A WITH INVERTED BREVE BELOW
E7D7,LATIN SMALL LETTER TURNED ALPHA WITH INVERTED BREVE BELOW
E7D9,LATIN SMALL LETTER OPEN O WITH ACUTE
E7DA,LATIN SMALL LETTER OPEN O WITH CIRCUMFLEX
E7DB,LATIN SMALL LETTER OPEN O WITH TILDE
E7DC,LATIN SMALL LETTER OPEN O WITH MACRON
E7DD,LATIN SMALL LETTER OPEN O WITH MACRON AND ACUTE
E7DE,LATIN SMALL LETTER OPEN O WITH MACRON AND BREVE
E7DF,LATIN SMALL LETTER OPEN O WITH DIAERESIS
E7E0,LATIN SMALL LETTER OPEN O WITH DIAERESIS AND MACRON
E7E1,LATIN SMALL LETTER OPEN O WITH DIAERESIS AND BREVE
E7E2,LATIN SMALL LETTER OPEN O WITH INVERTED BREVE BELOW
E7E5,LATIN SMALL LETTER REVERSED E WITH MACRON
E7E6,LATIN SMALL LETTER REVERSED E WITH INVERTED BREVE BELOW
E7E8,LATIN SMALL LETTER SCHWA WITH GRAVE
E7E9,LATIN SMALL LETTER SCHWA WITH ACUTE
E7EA,LATIN SMALL LETTER SCHWA WITH CIRCUMFLEX
E7EB,LATIN SMALL LETTER SCHWA WITH TILDE ABOVE
E7EC,LATIN SMALL LETTER SCHWA WITH MACRON
E7ED,LATIN SMALL LETTER SCHWA WITH MACRON AND ACUTE ABOVE
E7EE,LATIN SMALL LETTER SCHWA WITH MACRON AND BREVE
E7EF,LATIN SMALL LETTER SCHWA WITH DIAERESIS AND BREVE
E7F0,LATIN SMALL LETTER SCHWA WITH DOUBLE GRAVE
E7F1,LATIN SMALL LETTER SCHWA WITH RETROFLEX HOOK BELOW
E7F2,LATIN SMALL LETTER SCHWA WITH DOT BELOW
E7F3,LATIN SMALL LETTER SCHWA WITH RING BELOW
E7F4,LATIN SMALL LETTER SCHWA WITH INVERTED DOUBLE ARCH BELOW
E7F5,LATIN SMALL LETTER SCHWA WITH INVERTED BREVE BELOW
E7F6,LATIN SMALL LETTER EZH WITH ACUTE
E7F7,LATIN SMALL LETTER EZH WITH DOT ABOVE
E7F8,LATIN SMALL LETTER EZH WITH CARON AND ACUTE
E7F9,LATIN SMALL LETTER EZH WITH RING BELOW
E7FA,LATIN LETTER SMALL CAPITAL H WITH DOT BELOW
E7FB,LATIN LETTER SMALL CAPITAL H WITH RING BELOW
E7FC,LATIN LETTER SMALL CAPITAL H WITH INVERTED BREVE BELOW
E7FD,LATIN SMALL LETTER TURNED V WITH ACUTE
E7FE,LATIN SMALL LETTER ESH WITH SHORT STROKE OVERLAY
E7FF,LATIN SMALL LETTER R WITH FISHHOOK AND SHORT SOLIDUS OVERLAY
EA00,GREEK CAPITAL LETTER ALPHA WITH MACRON AND ACUTE
EA01,GREEK CAPITAL LETTER ALPHA WITH MACRON AND ACUTE AND VERTICAL LINE BELOW
EA02,GREEK CAPITAL LETTER ALPHA WITH MACRON AND TILDE AND VERTICAL LINE BELOW
EA03,GREEK CAPITAL LETTER ALPHA WITH MACRON AND BREVE
EA04,GREEK CAPITAL LETTER ALPHA WITH MACRON AND GREEK PSILI
EA05,GREEK CAPITAL LETTER ALPHA WITH MACRON AND GREEK DASIA
EA06,GREEK CAPITAL LETTER ALPHA WITH MACRON AND VERTICAL LINE BELOW
EA07,GREEK CAPITAL LETTER ALPHA WITH MACRON AND GREEK PSILI AND OXIA
EA08,GREEK CAPITAL LETTER ALPHA WITH MACRON AND GREEK PSILI AND OXIA AND VERTICAL LINE BELOW
EA09,GREEK CAPITAL LETTER ALPHA WITH MACRON AND GREEK DASIA AND OXIA
EA0A,GREEK CAPITAL LETTER ALPHA WITH BREVE AND ACUTE
EA0B,GREEK CAPITAL LETTER ALPHA WITH BREVE AND GREEK DASIA
EA0C,GREEK CAPITAL LETTER ALPHA WITH BREVE AND GREEK PSILI AND OXIA
EA0D,GREEK CAPITAL LETTER ALPHA WITH DIAERESIS
EA0E,GREEK CAPITAL LETTER ALPHA WITH INVERTED BREVE
EA0F,GREEK CAPITAL LETTER ALPHA WITH DOT BELOW
EA10,GREEK CAPITAL LETTER ALPHA WITH PERISPOMENI
EA13,GREEK CAPITAL LETTER BETA WITH DOT BELOW
EA14,GREEK CAPITAL LETTER BETA WITH ACUTE ABOVE RIGHT
EA17,GREEK CAPITAL LETTER GAMMA WITH ACUTE
EA18,GREEK CAPITAL LETTER GAMMA WITH MACRON
EA19,GREEK CAPITAL LETTER GAMMA WITH INVERTED BREVE
EA1A,GREEK CAPITAL LETTER GAMMA WITH COMMA ABOVE RIGHT
EA1B,GREEK CAPITAL LETTER GAMMA WITH DOT BELOW
EA1C,GREEK CAPITAL LETTER GAMMA WITH RIGHT HALF RING ABOVE RIGHT
EA1F,GREEK CAPITAL LETTER DELTA WITH DOT BELOW
EA22,GREEK CAPITAL LETTER EPSILON WITH ACUTE AND INVERTED BREVE BELOW
EA23,GREEK CAPITAL LETTER EPSILON WITH TILDE
EA24,GREEK CAPITAL LETTER EPSILON WITH MACRON
EA25,GREEK CAPITAL LETTER EPSILON WITH MACRON AND GRAVE
EA26,GREEK CAPITAL LETTER EPSILON WITH MACRON AND ACUTE
EA27,GREEK CAPITAL LETTER EPSILON WITH MACRON AND TILDE
EA28,GREEK CAPITAL LETTER EPSILON WITH MACRON AND GREEK PSILI
EA29,GREEK CAPITAL LETTER EPSILON WITH MACRON AND GREEK PSILI AND OXIA
EA2A,GREEK CAPITAL LETTER EPSILON WITH DIAERESIS
EA2B,GREEK CAPITAL LETTER EPSILON WITH DOT BELOW
EA2C,GREEK CAPITAL LETTER EPSILON WITH INVERTED BREVE BELOW
EA2E,GREEK CAPITAL LETTER ZETA WITH DOT BELOW
EA2F,GREEK CAPITAL LETTER ETA WITH INVERTED BREVE
EA30,GREEK CAPITAL LETTER ETA WITH DOT BELOW
EA31,GREEK CAPITAL LETTER ETA WITH PERISPOMENI
EA34,GREEK CAPITAL LETTER THETA WITH DOT BELOW
EA37,GREEK CAPITAL LETTER IOTA WITH ACUTE AND INVERTED BREVE BELOW
EA38,GREEK CAPITAL LETTER IOTA WITH MACRON AND GRAVE
EA39,GREEK CAPITAL LETTER IOTA WITH MACRON AND ACUTE
EA3A,GREEK CAPITAL LETTER IOTA WITH MACRON AND BREVE
EA3B,GREEK CAPITAL LETTER IOTA WITH MACRON AND BREVE AND ACUTE
EA3C,GREEK CAPITAL LETTER IOTA WITH MACRON AND GREEK PSILI
EA3D,GREEK CAPITAL LETTER IOTA WITH MACRON AND GREEK PSILI AND OXIA
EA3E,GREEK CAPITAL LETTER IOTA WITH MACRON AND GREEK DASIA
EA3F,GREEK CAPITAL LETTER IOTA WITH MACRON AND GREEK DASIA AND OXIA
EA40,GREEK CAPITAL LETTER IOTA WITH BREVE AND ACUTE
EA41,GREEK CAPITAL LETTER IOTA WITH BREVE AND GREEK PSILI
EA42,GREEK CAPITAL LETTER IOTA WITH BREVE AND GREEK PSILI AND OXIA
EA43,GREEK CAPITAL LETTER IOTA WITH BREVE AND GREEK DASIA
EA44,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA AND VARIA
EA45,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA AND OXIA
EA46,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA AND BREVE
EA47,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA AND TONOS
EA48,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI
EA49,GREEK CAPITAL LETTER IOTA WITH INVERTED BREVE
EA4A,GREEK CAPITAL LETTER IOTA WITH DOT BELOW
EA4B,GREEK CAPITAL LETTER IOTA WITH INVERTED BREVE BELOW
EA4C,GREEK CAPITAL LETTER IOTA WITH PERISPOMENI
EA4D,GREEK CAPITAL LETTER KAPPA WITH DOT BELOW
EA4E,GREEK CAPITAL LETTER LAMDA WITH DOT BELOW
EA4F,GREEK CAPITAL LETTER MU WITH MACRON
EA50,GREEK CAPITAL LETTER MU WITH DOT BELOW
EA51,GREEK CAPITAL LETTER NU WITH MACRON
EA52,GREEK CAPITAL LETTER NU WITH DOT BELOW
EA53,GREEK CAPITAL LETTER NU WITH RING BELOW
EA56,GREEK CAPITAL LETTER XI WITH DOT BELOW
EA59,GREEK CAPITAL LETTER OMICRON WITH MACRON AND GRAVE
EA5A,GREEK CAPITAL LETTER OMICRON WITH MACRON AND ACUTE
EA5B,GREEK CAPITAL LETTER OMICRON WITH MACRON AND TILDE
EA5C,GREEK CAPITAL LETTER OMICRON WITH MACRON AND GREEK DASIA
EA5D,GREEK CAPITAL LETTER OMICRON WITH MACRON AND DOT BELOW
EA5E,GREEK CAPITAL LETTER OMICRON WITH BREVE AND ACUTE
EA5F,GREEK CAPITAL LETTER OMICRON WITH DOT BELOW
EA62,GREEK CAPITAL LETTER PI WITH DOT BELOW
EA65,GREEK CAPITAL LETTER RHO WITH PSILI
EA66,GREEK CAPITAL LETTER RHO WITH DOT BELOW
EA72,GREEK CAPITAL LETTER SIGMA WITH GRAVE
EA73,GREEK CAPITAL LETTER SIGMA WITH ACUTE
EA74,GREEK CAPITAL LETTER SIGMA WITH DOT BELOW
EA76,GREEK CAPITAL LETTER TAU WITH DOT BELOW
EA79,GREEK CAPITAL LETTER UPSILON WITH ACUTE AND INVERTED BREVE BELOW
EA7A,GREEK CAPITAL LETTER UPSILON WITH MACRON AND ACUTE
EA7B,GREEK CAPITAL LETTER UPSILON WITH MACRON AND BREVE
EA7C,GREEK CAPITAL LETTER UPSILON WITH MACRON AND BREVE AND ACUTE
EA7D,GREEK CAPITAL LETTER UPSILON WITH MACRON AND GREEK PSILI
EA7E,GREEK CAPITAL LETTER UPSILON WITH MACRON AND GREEK DASIA
EA7F,GREEK CAPITAL LETTER UPSILON WITH MACRON AND GREEK PSILI AND OXIA
EA80,GREEK CAPITAL LETTER UPSILON WITH MACRON AND GREEK DASIA AND OXIA
EA81,GREEK CAPITAL LETTER UPSILON WITH BREVE AND ACUTE
EA82,GREEK CAPITAL LETTER UPSILON WITH BREVE AND GREEK DASIA
EA83,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA AND VARIA
EA84,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA AND OXIA
EA85,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA AND PERISPOMENI
EA86,GREEK CAPITAL LETTER UPSILON WITH INVERTED BREVE
EA87,GREEK CAPITAL LETTER UPSILON WITH DOT BELOW
EA8B,GREEK CAPITAL LETTER PHI WITH DOT BELOW
EA8D,GREEK CAPITAL LETTER CHI WITH ACUTE
EA8E,GREEK CAPITAL LETTER CHI WITH DOT BELOW
EA90,GREEK CAPITAL LETTER PSI WITH DOT BELOW
EA91,GREEK CAPITAL LETTER OMEGA WITH MACRON
